likert,effectTime,didnotagree,language,rawwords,agreed,when,userid,effect,param,quiet,surveyID,sessionid,key,useragent,ind,cleanTime,irb,words,audioFile,listen
3,15.623,"wooden,silvery,metallic,hidden,treelike,tinny,wild,rich,bouncy,distant,full,bubbly,sewage,none of the above",English,"spacious,lovely","warm,spacious",2014-03-24T18:53:24,pNlFPM7YGvrdOKhKUNT2,reverb,"0.0249,0.8000,-0.0056,1141.0000,4.5098",yes,3iyj7ZmabbN3Tl92fcPL,0nB6iUCncVaUrPayEwqe,4759383183458304,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",214,48.342,true,"spacious,lovely",/static/audio/piano.mp3,standalone
4,128.457,"over-bass,cave,echoes,church-like,disgusting,lingering,love,intense,anger,none of the above",English,"competing,bright,high,increase-instruments,big-room,far-away","gymnasium,concert,expansive,vibration,buzzes,exotic",2014-05-13T07:26:31,VFuYqyxbIJP7qebI928C,reverb,"0.0959,0.7200,-0.0096,22050.0000,10.0980",yes,fEvINamxPPGyW6osKokd,dswiK3gzy1kd8nOtmfny,4759898579533824,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",150,15.309,true,"competing,bright,high,increase-instruments,big-room,far-away",/static/audio/guitar.mp3,headphones
2,6.521,"good,formal,hollowed,hall,cute,clipped,drums,childish,toy,dark,distorted,none of the above",English,"clear,stereo,small-room,homely","warm,calm,pleasant-attractive-happy,strong",2014-05-13T23:15:53,m4fpTnwz84EsJox4YMAf,reverb,"0.0188,0.0500,0.0057,22050.0000,291.5500",yes,z6uKGzP2rno6ZgK2kx3u,TyPEeB81YK5yGaphhXBo,4759992263507968,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",18,14.228,true,"clear,stereo,small-room,homely",/static/audio/guitar.mp3,standalone
0,4.582,"thump,good,low,bass,far-away,muffled,quieter,fun,hollow,quiet,powerful,relaxing,calm,chopin,none of the above",English,soothering,headphones,2014-03-18T17:55:07,mzK5itwSXtIKyshU248u,reverb,"0.0109,0.0100,0.0049,475.0000,2723.2000",yes,MQZcIjpKRZfnlwzRVF0c,0oQFNEeIfilGGFMgdYH9,4760118696607744,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",74,63.117,true,smothering,/static/audio/piano.mp3,headphones
1,48.576,"muddy,tunnel,warm,fluttery,church,cathedral,strange,capricious,quirky,glassy,church-like,cheap-seats,spreading,curious,none of the above",English,drums-beat,sad,2014-03-21T07:32:45,0tOjAn6fzlOyoKO3fiAE,reverb,"0.0769,0.7900,-0.0037,326.0000,9.5462",no,X3uwjDPwrt3OeCAtvnA3,cv99aGhiOsgHXkEjcH2x,4760474105151488,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",38,20.274,true,drums-beat,/static/audio/drums.mp3,headphones
1,55.63,"loud,phantom,halloween,magnify,warming-up,empty-stadium,calming,inside,haunted-house,clipped,spooky,big,overwhelming,echo,tone",English,"odd,metallic,high,slight",none of the above,2014-03-18T06:36:57,DxGqJ4dwF8xM73Vh95bI,reverb,"0.0319,0.8400,-0.0103,5402.0000,6.3978",yes,lYxmXsw86NrhzqCYU30I,lBBLHUpr78uXv61f9ObK,4761149488758784,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",175,17.608,true,"odd,metallic,high,slight",/static/audio/drums.mp3,standalone
2,29.414,"repetitive,large,no-bass,dummy,celestial,bright,higher,lacks-bass,high,stairwell,pop,lacking,none of the above",English,"high-pitched,dramatic","wave,rhythmic,confined",2014-05-13T13:05:14,ckJswqYgGgOy6BqMgrsc,reverb,"0.0256,0.7400,-0.0081,22050.0000,37.4530",yes,kM6FvnoUXI0o2of4x3MS,266QNSY2G9IDkz0MXtgR,4761332293304320,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",35,16.557,true,"high-pitched,dramatic",/static/audio/piano.mp3,headphones
3,37.021,"smothered,extended,blanketed,church-like,muted,none of the above",English,"old,antique,distant,echo,light,muffled","muffled,vibration,echoing",2014-03-18T00:05:49,oLX5hyQjFOcveJtmKix0,reverb,"0.0230,0.9400,0.0087,1014.0000,44.8230",yes,anl9V469FrDiUxFgHIPc,zesDatsvXlk2IAB9Qb5t,4761531740848128,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",204,10.804,true,"old,antique,distant,echo,light,muffled",/static/audio/guitar.mp3,headphones
3,41.94,"clanging,bold,distant,clashing,bright,wide-open,loud-ring,airy,electric,sharp,slamming,jazzy,strong,decent,none of the above",English,"loud,attractive,vibrant",loud,2014-03-19T17:36:27,NCn8bc4iRPprmj13mnte,reverb,"0.0290,0.8400,-0.0096,22050.0000,1.3505",yes,k5IPUP1AZCPefparknkH,K2I7UKy3oQo4sJu8QmtU,4762077201694720,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",80,11.14,true,"loud,attractive,vibrant",/static/audio/guitar.mp3,headphones
3,73.927,"weak,good,uncertainty,distant,strings,romantic,natural,somewhat-warm,fallen,deep,interesting,surround-sound,soft,quaint,none of the above",English,inner-feeling,bach,2014-05-13T10:25:06,QTsHakLYzNh3AmnRxF4I,reverb,"0.0100,0.0100,-0.0021,643.0000,339.8900",yes,xAp0Z4mQK4jYZEbu38zR,mLifh0ud1trQ91bqUhab,4762189139279872,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",78,20.181,true,inner-feeling,/static/audio/guitar.mp3,headphones
2,15.677,"tight,natural,somewhat-warm,stringy,concert-like,soft,subtle,quaint,down,strangled,sleepy,none of the above",English,peace,"lower,low,classic,gentle",2014-03-23T04:54:10,vsx6oB1AWhotsafehEHu,reverb,"0.0100,0.0100,-0.0021,643.0000,339.8900",yes,QyVfgIImlP1ioFu6a1E9,7rCA69UA2RpLGjXdxXHS,4762475559911424,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",78,18.533,true,peace,/static/audio/piano.mp3,headphones
3,31.449,"treble,ugly,clancy,deep,clanging,mufti-toned,clear,sharp,none of the above",English,energetic,"rich,honky-tonkyish,stiff",2014-03-18T04:02:20,AxwLhvcJs7SiesH4YhYm,reverb,"0.0359,0.2600,0.0074,5812.0000,7.5931",yes,J6GAEiPmxxfGwpRhXpVV,cUs4xMsd9VNVlSTpQnx8,4762717151821824,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",140,15.176,true,energetic,/static/audio/drums.mp3,headphones
2,12.597,"small-speakers,close,small-room,mid-boost,sad,inside-out,deep,boomy,dull,distant,organ,large-hall,professional,commercial,none of the above",English,"chilling,melody",lighter,2014-03-24T15:03:45,RHww5ablYJQiwNrV83Na,reverb,"0.0109,0.7800,-0.0081,492.0000,16.2970",yes,iHFo6NgDW9f3ThPCMMZb,ZHJMrZYFhRUUFtFvyuRN,4763094035202048,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",16,28.875,true,"chilling,melody",/static/audio/drums.mp3,standalone
3,82.078,"no-people,big-church,pleasing,echo,mild,marching,tone,church-practice,organ,melodic,warm-up,small-church,haunting,none of the above",English,"enveloping,full","relaxing,piano",2014-03-22T12:27:33,gqdFC5scdTemg29RCyYq,reverb,"0.0310,0.6900,-0.0100,16286.0000,33.4670",yes,o9iHFdrVtCM6rOFmmTMg,yRCHWh627bybKIMHagrM,4763468771098624,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",153,59.675,true,"enveloping,full",/static/audio/piano.mp3,headphones
2,37.209,"muted,none of the above",English,"dull,less-clean,distant,smooth","dull,next-door",2014-03-17T22:32:57,jrOFmJgkSzbGkkX45bsG,reverb,"0.0900,0.9000,-0.0096,378.0000,84.0380",yes,xNTzaklbeP3qxUGAiK9w,sYau7ou6PumsBeUpuj8G,4763593325150208,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",48,11.849,true,"dull,less-clean,distant,smooth",/static/audio/guitar.mp3,headphones
2,50.003,"ethereal,church,cavern,outer-space,wavy,rolling,bowling,long,cathedral,ghostly,roaring,none of the above",English,"big-bass,distant","dark,deep,empty,muffled",2014-05-13T12:24:22,bXhFvOyDNFexAjQOw4cm,reverb,"0.0879,0.9000,-0.0096,397.0000,7.2652",yes,7nEDWFqdgwvjVR52DH5L,BfuTAdzDKVg2kVbC27Zm,4764012352897024,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",165,24.009,true,"big-bass,distant",/static/audio/drums.mp3,standalone
2,32.044,"acoustical,hilarious,fun,additive,mood,full,louder,resounding,empty-room,happy,subtle,cool,intimate,none of the above",English,regal,"echo,deeper",2014-03-18T23:06:41,Rwykd5zHFCwBUjAr3eoy,reverb,"0.0230,0.8500,-0.0030,22050.0000,16.0270",yes,aRSIG5JBiFxsB60gCQJI,ZA2wk565IDUMqPgmdnr4,4764963419717632,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",164,21.99,true,regal,/static/audio/piano.mp3,headphones
1,27.89,"diffuse,distorting,baritone,unclear,smooth,drums,cute,soothe,low,ringing,deep-well,angelic,revelation,none of the above",English,"calm,echoing","soft,deep",2014-05-13T09:20:41,zZ5DFcqBkCjhEm4rdJn0,reverb,"0.0249,0.9600,-0.0071,308.0000,49.2850",yes,Co4kvGIkIQshiF6UAgFd,PEWyQj7El449UMzHYFyn,4765052540289024,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",71,22.481,true,"calm,echoing",/static/audio/piano.mp3,laptop/tablet/cellphone
3,36.37,"melodic,hissing,unpleasant,tinny,drab,none of the above",English,"erratic,cleared,striped-down,cleaner,simpler","distant,acoustic,crisper,electric,clearer",2014-03-18T01:29:58,5tCrcAktsvuyqkulyyeJ,reverb,"0.0129,0.8800,-0.0081,10706.0000,6.0394",yes,PiYmwudIcT0CLJ4lS0cb,vPz1CFYOdQHZyQPTurO9,4765448751022080,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",133,102.411,true,"erratic,cleared,striped-down,cleaner,simpler",/static/audio/piano.mp3,headphones
0,72.673,"terrible,metallic,higher,warm,better,harsh,raspy,electronic,clashing,echo,big-band,louder,nasal,none of the above",English,"room,stage","loud,sharper",2014-03-22T15:42:23,8vYVaq1clZoDNFqqEdzl,reverb,"0.0269,0.6500,-0.0006,22050.0000,25.8950",yes,GyQvAuFxs0eB6JgcA47s,WY6KgxXLeWdFN3iJf3Dg,4765628065906688,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",1,17.737,true,"room,stage",/static/audio/piano.mp3,headphones
3,66.896,"bagpipe,haunting,drums,weird,bass,strange,eerie,slowing,formal,none of the above",English,"organ,bigger,inviting,scenic,rich,eventful,intimidating,big-deal","big,distant,church-hall,big-church,symphony,church",2014-03-25T04:37:28,FQ8MeCZNV5ldDGT1ciV5,reverb,"0.0729,0.9100,-0.0115,967.0000,7.8933",yes,HBZV0SfYGn1BqMS7KQwx,SkjbaiIV56KUp2rXkzus,4765748324990976,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",127,18.623,true,"organ,bigger,inviting,scenic,rich,eventful,intimidating,big-deal",/static/audio/piano.mp3,headphones
1,37.805,"pleasant,low,surround-sound,bach,pitch,gentle,colder,mourning,delicate,soft,weak,hard,smooth,none of the above",English,not-very-appealing,"stiff,fallen",2014-05-13T14:44:09,zvqRX84kCN4iMs7tK8hh,reverb,"0.0100,0.0100,-0.0021,643.0000,339.8900",yes,4hQdLtJv1AW8HtEUEXe9,DIc6TMlbYJI90JUUw8iN,4765867778768896,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",78,14.753,true,not-very-appealing,/static/audio/drums.mp3,headphones
4,43.723,,English,"churchy,spacious,loud",,2014-03-15T00:41:49,FUdtp1JRxDM8hZ5JoKGJ,reverb,"0.0729,0.8700,-0.0108,4731.0000,1.5153",yes,14ylnKNwxvtNEjXt1no1,Ks5F7g6pk9ORi7cW8UEi,4765869657817088,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",0,33.786,true,"churchly,spacious,loud",/static/audio/piano.mp3,standalone
2,16.515,"weak,lacks-bass,live,fluid,calm,less-processed,close,dynamic,warm,room,large,none of the above",English,pleasant,"clear,happy,smooth,fun",2014-03-18T14:39:02,rmj5ZxOwgXD6Pxyrx6Ss,reverb,"0.0129,0.7300,-0.0075,11126.0000,5.5628",yes,pPNiF41qp66A7zZfetWF,L0WFPvfV7CtCb0PTvk24,4766303449513984,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",143,16.322,true,pleasant,/static/audio/piano.mp3,headphones
4,28.251,"reverberate,effective,fuzzy,rich,boxy,full,echo,marching,cool,depth,fair,low,pleasing,mute,melody",English,"cheap,forced",none of the above,2014-03-23T14:51:16,5I0eRwmzBWhAg60AWRoI,reverb,"0.0580,0.7400,-0.0112,1494.0000,4.8788",yes,DyYO3ZMio6iMGWqHad8C,ZGKYWTm7K1tCeCgX3HnG,4767011045376000,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",217,14.966,true,"cheap,forced",/static/audio/drums.mp3,standalone
4,41.557,,English,"thunderous,deep,dark,ominous",,2014-03-15T00:49:44,akFSzQvD960J2G6uzhZm,reverb,"0.0580,0.9400,-0.0088,695.0000,14.7550",yes,J9mKTYxwb6ovKZjENjHF,UdlK48iDXACh7oQuF8tQ,4767699313885184,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",242,52.719,true,"thunderous,deep,dark,ominous",/static/audio/drums.mp3,headphones
2,14.393,"deep,sad,good,arena,expansive,jittery,highly-spacious,reverberating,rattling,thickens-sound,empty-auditorium,sweet,clashing,none of the above",English,"happy,loud,joy","echo,ringing",2014-03-23T02:04:24,571Z4wM9D25ybfFhEEth,reverb,"0.0378,0.9300,0.0035,1313.0000,1.6055",yes,fV3lvWPA25aZeiUZmcy3,oCPl1Mps2JknxzvV0SPI,4768179276480512,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1862.2 Safari/537.36",53,14.966,true,"happy,loud,joy",/static/audio/drums.mp3,headphones
4,41.762,"stronger,churchly,quiet,digital,low,uplifting,tinny,high-boost,none of the above",English,echoes,"marching-band,drums",2014-03-18T01:35:45,D9bFC7Qaev0aYKtgfVgO,reverb,"0.0129,0.8900,-0.0050,22050.0000,16.8390",yes,vFh0QTy3cjQ7coZRvEPp,vm7oHxemCIX8aeVvPueg,4768554012377088,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",210,16.051,true,echoes,/static/audio/drums.mp3,headphones
4,52.783,"way,tight,small,tunnel,clear,boring,background,clancy,rich,echo,comfort,okay,none of the above",English,"big,dash","cloudy,piano-practice,muddled",2014-05-13T09:15:34,kDVnDVfPp0hKMbEf3uoc,reverb,"0.0238,0.7400,0.0035,2592.0000,50.4680",yes,L18mOo7ZTw4wXjD8qi8Z,1vacWDbp79UC0vtRUCnm,4768788356530176,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",100,14.846,true,"big,dash",/static/audio/guitar.mp3,headphones
2,54.662,"pitch,cool,gentle,deep,muffled,down,interesting,low,delicate,classic,sleepy,rhythmic,close,pleasant,none of the above",English,dull,lower,2014-03-19T15:06:34,TDv1Wmfu89Cxkxmbzc3d,reverb,"0.0100,0.0100,-0.0021,643.0000,339.8900",yes,xTWAEIUZZCJ6wTYg4XzJ,SFrQcMDoKHjHQ1aU6Ru3,4769112358125568,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",78,20.511,true,dull,/static/audio/piano.mp3,headphones
3,20.799,"soft,deep,pleasant,quiet,loud,tinny,boom,drumming,organ,dull,drum-beat,rumble,none of the above",English,"underwater,muffled","far-away,distant,muffled",2014-03-24T18:46:38,qu8G0nasNyebU2PdR5G5,reverb,"0.0388,0.9600,-0.0071,170.0000,11.0950",yes,uYeJpzftTEfA6MD3myEX,m9K0JEIku1InqEV1N6VE,4769184298827776,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",228,24.224,true,"underwater,muffled",/static/audio/guitar.mp3,headphones
1,22.778,"ugly,nice,loud,happy,pleasant,slow,strong,shallow,crisp,distressed,raspy,spacious,twangy,jazz,none of the above",English,"cool,vibe",distant,2014-03-22T05:44:20,TNJeA0JUoZ0AYtrX6a6p,reverb,"0.0238,0.7100,-0.0018,7766.0000,42.1490",yes,Ru57z0IGJjwghYBTsoBh,MEfP1V34lnD7r5Du88aV,4769481725313024,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",93,28.788,true,"cool,vibe",/static/audio/guitar.mp3,laptop/tablet/cellphone
3,8.26,"happy,muffled,distorted,spacious,warm,flat,off-putting,wild,distant,far-away,treelike,church,none of the above",English,"bubbly,live,echo,ricochet,high-quality","acoustic,silvery,metallic",2014-03-18T23:27:15,u7fUL0UQIw2GoEUjkE4Z,reverb,"0.0249,0.8000,-0.0056,1141.0000,4.5098",yes,cKWPhBjNXbAl54RSF1Bb,vzKDPTfIGW9moWPxGVJb,4769782373023744,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",214,12.467,true,"bubbly,live,echo,ricochet,high-quality",/static/audio/guitar.mp3,headphones
4,76.525,"gloom,marching,studio,harmonious,split,refreshing,deep,close,professional,dynamic,experiential,chill,none of the above",English,"warm,sunshine,beach,electic,high","mellowed-down,microphone-like,echo",2014-05-14T00:58:33,q2GCBYqxHAZpIFKiqzgK,reverb,"0.0230,0.5100,0.0035,1382.0000,12.5850",yes,UDjsD5VZ7hdhHCNWfeGX,Z0Y6wHsp4mMwanlBZsDq,4769837670727680,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",170,18.649,true,"warm,sunshine,beach,eclectic,high",/static/audio/guitar.mp3,headphones
4,45.076,"lacks-bass,tall,jangle,high,celestial,tiny,lighter,confined,hallway,weaker,narrow,none of the above",English,"echo,big,spacious,large","cool,echo,bright,warm",2014-03-18T03:43:50,daZYzYcuXqArQQzLPPLX,reverb,"0.0256,0.7400,-0.0081,22050.0000,37.4530",yes,8l7pYTXt0rQXjkDtRaKh,1KKl4QiBs2c3bPOLIWOs,4769967056617472,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",35,19.879,true,"echo,big,spacious,large",/static/audio/piano.mp3,laptop/tablet/cellphone
1,28.206,"echo,cool,subtle,generous,additive,wide,empty-room,hilarious,mood,gloomy,calming,warm,none of the above",English,"curious,strict,instrumental,strong","full,hall,resounding",2014-03-23T06:20:38,4Dv6UfkAIDqWb1tsb7PT,reverb,"0.0230,0.8500,-0.0030,22050.0000,16.0270",yes,1EqUL3LJFRkjCkeob7Zh,CBddHanlR32ZasCbIi0T,4770627407839232,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",164,28.51,true,"curious,strict,instrumental,strong",/static/audio/drums.mp3,standalone
3,52.243,"rippling,creeping,spacious,off-key,layered,echo,imaginative,clancy,religious,jangle,overlapping,none of the above",English,"church-like,roomy,auditorium","church,distant,spooky,music-hall",2014-03-18T11:15:57,adTU2eKHAVW28SjITLRb,reverb,"0.0438,0.9400,-0.0106,22050.0000,2.8133",yes,bqbpNfLwFuQw23CBVBAr,eq7GfiMKMn2mnRMuNgaE,4770873294716928,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",195,19.737,true,"church-like,roomy,auditorium",/static/audio/piano.mp3,standalone
3,24.171,"distorted,full,dreamy,loud,vibrating,under-water,spacious,orchestral,compressed,pleasant,far,discordant,bold,none of the above",English,"deep,resonant,echo,distant","low,muffled",2014-03-24T19:50:21,sNfHqwLVhzXmmWZFUGmF,reverb,"0.0200,0.9400,-0.0071,354.0000,45.9190",yes,Pfni0jZIPpoDXHqMGldc,39wqglDWxuEzqArayNqD,4771761279205376,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",172,68.823,true,"deep,resonant,echo,distant",/static/audio/drums.mp3,headphones
4,26.027,"hollow,scary,eerie,muddy,spooky,agitated,echo,soothing,dirty,haunting,marching,none of the above",English,"cymbols,crashing,metallic,tidal-wave","tinny,live,rapid,massive",2014-03-23T02:52:14,8tU8K76YWo6TuT3fPMI7,reverb,"0.0778,0.9000,-0.0092,22050.0000,15.5650",yes,BfWKFxTyHGP2l2Zb3BYB,RTXIqdRjKV2XQ5mJhVrZ,4771890128224256,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",169,30.685,true,"symbols,crashing,metallic,tidal-wave",/static/audio/drums.mp3,standalone
3,2.926,"big-hall,big-band,low,none of the above",English,"more-catchy,more-attentive",tinny,2014-03-18T01:54:35,BVaY0A1S8wK0cxZsAlsV,reverb,"0.0520,0.8800,-0.0071,22050.0000,1.0110",yes,aLEGnkb8lNvhjD4xZaYp,hfSwI9OTPjTT0nTJShtp,4772264864120832,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",244,115.879,true,"more-catchy,more-attentive",/static/audio/piano.mp3,headphones
3,29.973,"far,hard,organism,softer,slight-change,dry-love,less-harsh,distant,loud,wide,near,steady,none of the above",English,"distorted,contained,small-room","louder,muted,close",2014-03-22T01:52:50,1aDURLKEpuFAbGcFDct6,reverb,"0.0249,0.6200,0.0092,3759.0000,72.5290",yes,CAk9ytk1jRwNQc60Sjk4,EbX9KDjOLrijkN8Z6A9R,4772668591046656,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",173,36.822,true,"distorted,contained,small-room",/static/audio/piano.mp3,headphones
4,19.312,,English,magnify,,2014-03-17T22:09:46,ZpFuTo54ddBIm1XOICve,reverb,"0.0319,0.8400,-0.0103,5402.0000,6.3978",yes,ArldCgAODNzOOSKVJM3V,ELMdDJIwqJIyIj46ENnS,4772853274640384,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36",175,15.947,true,magnify,/static/audio/drums.mp3,standalone
2,32.291,"happy,calm,similar,low,large,clancy,fluid,spacious,magnificent,room,deep,warm,none of the above",English,"sharp,clear,higher-pitch,more-depth","clear,live,simple",2014-03-24T15:38:27,mdciOHCcGhvA2DVXsN4Z,reverb,"0.0129,0.7300,-0.0075,11126.0000,5.5628",yes,hvuwkzFmfwj2dZCW9D5g,0dMK27nkxvaGqxcLZoLj,4773204388216832,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",143,45.188,true,"sharp,clear,higher-pitch,more-depth",/static/audio/drums.mp3,headphones
4,23.394,"big-church,electric,none of the above",English,"distant,quiet,echo,soft",spacious,2014-03-17T22:33:29,9VSDSQoQsyCDuIJMI6V0,reverb,"0.0559,0.9400,-0.0092,3078.0000,19.6290",yes,xTf87MexPeJd9TDsHU4D,LWhXtOJQO6CEY6biHZd6,4773368670715904,"Mozilla/5.0 (X11; CrOS x86_64 5116.113.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.149 Safari/537.36",83,39.199,true,"distant,quiet,echo,soft",/static/audio/guitar.mp3,headphones
